Condition  Subject  Replication  Time    Moment 
    3    2   10    0.0605    7.3615
    3    2   10    0.0645   -1.5533
    3    2   10    0.0684    8.3465
    3    2   10    0.0723    3.9921
    3    2   10    0.0762   -3.7163
    3    2   10    0.0801    0.3675
    3    2   10    0.0840   -2.1829
    3    2   10    0.0879   -8.6059
    3    2   10    0.0918  -10.1140
    3    2   10    0.0957   -7.1323
    3    2   10    0.0996   -6.6055
    3    2   10    0.1035  -13.7052
    3    2   10    0.1074  -14.2655
    3    2   10    0.1113  -17.7360
    3    2   10    0.1152  -10.3911
    3    2   10    0.1191   -8.1646
    3    2   10    0.1230   -7.8131
    3    2   10    0.1270  -12.8695
    3    2   10    0.1309   -8.7496
    3    2   10    0.1348   -7.4678
    3    2   10    0.1387   -2.6886
    3    2   10    0.1426   -4.9787
    3    2   10    0.1465   -6.4660
    3    2   10    0.1504   -1.0639
    3    2   10    0.1543   -0.1629
    3    2   10    0.1582    1.9488
    3    2   10    0.1621   -0.5899
    3    2   10    0.1660    7.9384
    3    2   10    0.1699   12.3488
    3    2   10    0.1738    4.7705
    3    2   10    0.1777    6.6368
    3    2   10    0.1816   11.0208
    3    2   10    0.1855    4.7371
    3    2   10    0.1895    9.2405
    3    2   10    0.1934   11.3865
    3    2   10    0.1973   11.2033
    3    2   10    0.2012   11.5199
    3    2   10    0.2051   12.5741
    3    2   10    0.2090   20.5317
    3    2   10    0.2129   12.8058
    3    2   10    0.2168   15.3450
    3    2   10    0.2207    7.8665
    3    2   10    0.2246   10.3044
    3    2   10    0.2285   11.5204
    3    2   10    0.2324   14.9171
    3    2   10    0.2363   13.3163
    3    2   10    0.2402   15.7603
    3    2   10    0.2441    9.2210
    3    2   10    0.2480    3.0427
    3    2   10    0.2520    9.6631
    3    2   10    0.2559    6.5614
    3    2   10    0.2598   13.2078
    3    2   10    0.2637    6.7148
    3    2   10    0.2676    4.5163
    3    2   10    0.2715    9.3435
    3    2   10    0.2754    8.3060
    3    2   10    0.2793    8.6597
    3    2   10    0.2832    5.3837
    3    2   10    0.2871    8.0502
    3    2   10    0.2910    0.7196
    3    2   10    0.2949    5.4677
    3    2   10    0.2988    3.5469
    3    2   10    0.3027    2.9917
    3    2   10    0.3066    2.8377
    3    2   10    0.3105    0.8314
    3    2   10    0.3145    4.2330
    3    2   10    0.3184   -3.0964
    3    2   10    0.3223   -0.1971
    3    2   10    0.3262   -3.2389
    3    2   10    0.3301   -2.9463
    3    2   10    0.3340   -1.9150
    3    2   10    0.3379    1.3233
    3    2   10    0.3418   -4.2201
    3    2   10    0.3457   -4.2334
    3    2   10    0.3496   -9.0649
    3    2   10    0.3535   -5.9372
    3    2   10    0.3574   -8.7657
    3    2   10    0.3613   -8.2883
    3    2   10    0.3652   -8.1570
    3    2   10    0.3691   -8.6315
    3    2   10    0.3730   -6.5145
    3    2   10    0.3770  -13.7294
    3    2   10    0.3809   -8.7017
    3    2   10    0.3848  -11.7283
    3    2   10    0.3887  -13.7082
    3    2   10    0.3926  -13.1946
    3    2   10    0.3965  -17.1493
    3    2   10    0.4004  -14.0594
    3    2   10    0.4043  -10.9242
    3    2   10    0.4082  -14.5581
    3    2   10    0.4121  -18.6920
    3    2   10    0.4160  -19.6718
    3    2   10    0.4199  -15.3913
    3    2   10    0.4238  -15.4999
    3    2   10    0.4277  -20.0973
    3    2   10    0.4316  -17.6117
    3    2   10    0.4355  -12.4943
    3    2   10    0.4395  -19.1638
    3    2   10    0.4434  -15.8053
    3    2   10    0.4473  -20.4393
    3    2   10    0.4512  -16.3589
    3    2   10    0.4551  -17.2138
    3    2   10    0.4590  -16.7864
    3    2   10    0.4629  -18.2586
    3    2   10    0.4668  -16.6840
    3    2   10    0.4707  -17.8795
    3    2   10    0.4746  -13.2894
    3    2   10    0.4785  -12.2585
    3    2   10    0.4824   -9.9478
    3    2   10    0.4863  -13.2791
    3    2   10    0.4902  -14.1132
    3    2   10    0.4941  -12.7185
    3    2   10    0.4980  -14.3480
    3    2   10    0.5020  -13.1230
    3    2   10    0.5059   -6.2219
    3    2   10    0.5098   -9.1798
    3    2   10    0.5137   -4.8204
    3    2   10    0.5176   -7.2387
    3    2   10    0.5215   -3.7494
    3    2   10    0.5254   -7.4579
    3    2   10    0.5293    1.0160
    3    2   10    0.5332   -1.0947
    3    2   10    0.5371   -1.2993
    3    2   10    0.5410    2.5269
    3    2   10    0.5449   -1.0750
    3    2   10    0.5488    7.3482
    3    2   10    0.5527    3.9268
    3    2   10    0.5566    7.3976
    3    2   10    0.5605    6.4813
    3    2   10    0.5645    3.0300
    3    2   10    0.5684   -4.0743
    3    2   10    0.5723   -2.7536
    3    2   10    0.5762   -6.3030
    3    2   10    0.5801   -2.1221
    3    2   10    0.5840    2.4467
    3    2   10    0.5879   -3.0033
    3    2   10    0.5918   -3.9527
    3    2   10    0.5957   -4.8702
    3    2   10    0.5996   -1.6158
    3    2   10    0.6035   -5.8437
    3    2   10    0.6074   -3.0444
    3    2   10    0.6113   -7.2822
    3    2   10    0.6152   -7.2084
    3    2   10    0.6191   -3.1120
    3    2   10    0.6230   -6.7483
    3    2   10    0.6270   -5.9124
    3    2   10    0.6309   -3.4337
    3    2   10    0.6348   -5.1589
    3    2   10    0.6387   -1.1528
    3    2   10    0.6426   -6.5821
    3    2   10    0.6465   -5.2171
    3    2   10    0.6504   -0.9732
    3    2   10    0.6543   -1.4946
    3    2   10    0.6582   -7.5287
    3    2   10    0.6621   -7.2616
    3    2   10    0.6660   -2.9527
    3    2   10    0.6699   -1.4681
    3    2   10    0.6738   -3.6384
    3    2   10    0.6777    6.3123
    3    2   10    0.6816    4.1185
    3    2   10    0.6855   -1.8100
    3    2   10    0.6895    0.9512
    3    2   10    0.6934   -1.3413
    3    2   10    0.6973    6.7847
    3    2   10    0.7012    4.4841
    3    2   10    0.7051    2.4291
    3    2   10    0.7090    2.8190
    3    2   10    0.7129    0.5195
    3    2   10    0.7168    0.3435
    3    2   10    0.7207   -0.4922
    3    2   10    0.7246    3.7593
    3    2   10    0.7285    3.9589
    3    2   10    0.7324    0.4894
    3    2   10    0.7363    3.2029
    3    2   10    0.7402    2.4751
    3    2   10    0.7441    0.6502
    3    2   10    0.7480   -1.9157
    3    2   10    0.7520   -2.2694
    3    2   10    0.7559   -0.1399
    3    2   10    0.7598   -2.3577
    3    2   10    0.7637   -7.5406
    3    2   10    0.7676    4.4050
    3    2   10    0.7715   -0.5740
    3    2   10    0.7754   -5.9157
    3    2   10    0.7793   -0.6515
    3    2   10    0.7832   -5.7653
    3    2   10    0.7871   -6.5581
    3    2   10    0.7910   -6.7130
    3    2   10    0.7949  -14.0548
    3    2   10    0.7988   -5.5296
    3    2   10    0.8027   -1.3601
    3    2   10    0.8066   -0.8086
    3    2   10    0.8105   -9.3277
    3    2   10    0.8145  -14.9443
    3    2   10    0.8184   -7.3440
    3    2   10    0.8223  -11.0272
    3    2   10    0.8262   -7.0436
    3    2   10    0.8301   -9.6297
    3    2   10    0.8340   -6.6143
    3    2   10    0.8379   -8.6536
    3    2   10    0.8418  -10.7465
    3    2   10    0.8457   -7.7359
    3    2   10    0.8496   -6.8185
    3    2   10    0.8535   -4.2676
    3    2   10    0.8574   -5.2173
    3    2   10    0.8613   -6.5913
    3    2   10    0.8652   -8.3151
    3    2   10    0.8691   -6.5021
    3    2   10    0.8730  -10.6211
    3    2   10    0.8770  -10.8469
    3    2   10    0.8809   -1.7468
    3    2   10    0.8848   -1.6356
    3    2   10    0.8887  -10.3083
    3    2   10    0.8926   -9.9374
    3    2   10    0.8965    2.0221
    3    2   10    0.9004  -11.4863
    3    2   10    0.9043   -2.0194
    3    2   10    0.9082   -5.3223
    3    2   10    0.9121  -10.5584
    3    2   10    0.9160   -4.2459
    3    2   10    0.9199   -3.7682
    3    2   10    0.9238   -4.8902
    3    2   10    0.9277    2.8245
    3    2   10    0.9316   -3.9411
    3    2   10    0.9355   -5.1965
    3    2   10    0.9395   -6.5572
    3    2   10    0.9434   -4.0319
    3    2   10    0.9473    2.6237
    3    2   10    0.9512   -8.4267
    3    2   10    0.9551  -10.9344
    3    2   10    0.9590   -2.0225
    3    2   10    0.9629   -0.4100
    3    2   10    0.9668  -11.1619
    3    2   10    0.9707   -2.4768
    3    2   10    0.9746   -4.6525
    3    2   10    0.9785   -6.4250
    3    2   10    0.9824   -8.1442
    3    2   10    0.9863   -3.7733
    3    2   10    0.9902   -4.0832
    3    2   10    0.9941   -1.5003
    3    2   10    0.9980  -11.5584
    3    3    1    0.0020    5.6840
    3    3    1    0.0059    1.7291
    3    3    1    0.0098    7.5765
    3    3    1    0.0137    8.1244
    3    3    1    0.0176    6.0674
    3    3    1    0.0215    7.5918
    3    3    1    0.0254   12.5857
    3    3    1    0.0293    4.4358
    3    3    1    0.0332    8.5361
    3    3    1    0.0371    7.3614
    3    3    1    0.0410    6.2265
    3    3    1    0.0449   12.9160
    3    3    1    0.0488    9.1263
    3    3    1    0.0527    9.5870
    3    3    1    0.0566    5.4971
    3    3    1    0.0605    7.6377
    3    3    1    0.0645    9.1119
    3    3    1    0.0684   13.3918
    3    3    1    0.0723    3.7177
    3    3    1    0.0762   11.2270
    3    3    1    0.0801    7.5818
    3    3    1    0.0840    9.4041
    3    3    1    0.0879    7.7536
    3    3    1    0.0918    8.5665
    3    3    1    0.0957    9.8842
    3    3    1    0.0996   12.0921
    3    3    1    0.1035    7.0218
    3    3    1    0.1074   10.7260
    3    3    1    0.1113   12.2762
    3    3    1    0.1152   13.8610
    3    3    1    0.1191    5.8594
    3    3    1    0.1230    7.3803
    3    3    1    0.1270    9.9812
    3    3    1    0.1309   18.6941
    3    3    1    0.1348   23.7952
    3    3    1    0.1387   20.8068
    3    3    1    0.1426   22.2478
    3    3    1    0.1465   22.3561
    3    3    1    0.1504   20.3006
    3    3    1    0.1543   25.9270
    3    3    1    0.1582   17.9340
    3    3    1    0.1621   23.2710
    3    3    1    0.1660   31.3849
    3    3    1    0.1699   33.7013
    3    3    1    0.1738   32.0240
    3    3    1    0.1777   30.5902
    3    3    1    0.1816   30.6161
    3    3    1    0.1855   39.6718
    3    3    1    0.1895   38.8068
    3    3    1    0.1934   34.7239
    3    3    1    0.1973   44.9300
    3    3    1    0.2012   37.0545
    3    3    1    0.2051   43.9937
    3    3    1    0.2090   43.5837
    3    3    1    0.2129   49.6798
    3    3    1    0.2168   45.1049
    3    3    1    0.2207   51.1330
    3    3    1    0.2246   42.4430
    3    3    1    0.2285   46.2761
    3    3    1    0.2324   49.7784
    3    3    1    0.2363   46.2524
    3    3    1    0.2402   51.6950
    3    3    1    0.2441   38.5375
    3    3    1    0.2480   40.8588
    3    3    1    0.2520   40.2150
    3    3    1    0.2559   42.9583
    3    3    1    0.2598   44.0261
    3    3    1    0.2637   36.9227
    3    3    1    0.2676   45.6796
    3    3    1    0.2715   40.3465
    3    3    1    0.2754   41.4387
    3    3    1    0.2793   44.1930
    3    3    1    0.2832   40.4022
    3    3    1    0.2871   37.2403
    3    3    1    0.2910   35.0053
    3    3    1    0.2949   42.9778
    3    3    1    0.2988   40.1137
    3    3    1    0.3027   37.1908
    3    3    1    0.3066   35.0965
    3    3    1    0.3105   40.6970
    3    3    1    0.3145   41.4509
    3    3    1    0.3184   40.4710
    3    3    1    0.3223   44.7770
    3    3    1    0.3262   44.4593
    3    3    1    0.3301   31.1893
    3    3    1    0.3340   39.9234
    3    3    1    0.3379   39.4718
    3    3    1    0.3418   33.7199
    3    3    1    0.3457   37.3990
    3    3    1    0.3496   39.0761
    3    3    1    0.3535   34.4370
    3    3    1    0.3574   30.7810
    3    3    1    0.3613   43.6712
    3    3    1    0.3652   38.5543
    3    3    1    0.3691   37.0459
    3    3    1    0.3730   35.2121
    3    3    1    0.3770   39.4947
    3    3    1    0.3809   32.7188
    3    3    1    0.3848   35.6337
    3    3    1    0.3887   34.7600
    3    3    1    0.3926   38.1321
    3    3    1    0.3965   38.6753
    3    3    1    0.4004   38.4188
    3    3    1    0.4043   31.1145
    3    3    1    0.4082   38.6958
    3    3    1    0.4121   38.2536
    3    3    1    0.4160   34.1523
    3    3    1    0.4199   32.5412
    3    3    1    0.4238   37.0698
    3    3    1    0.4277   38.2264
    3    3    1    0.4316   38.8816
    3    3    1    0.4355   36.9106
    3    3    1    0.4395   34.5021
    3    3    1    0.4434   35.7880
    3    3    1    0.4473   37.6373
    3    3    1    0.4512   37.4043
    3    3    1    0.4551   33.7421
    3    3    1    0.4590   38.1060
    3    3    1    0.4629   45.2567
    3    3    1    0.4668   39.7737
    3    3    1    0.4707   43.4739
    3    3    1    0.4746   36.5010
    3    3    1    0.4785   31.8602
    3    3    1    0.4824   39.5685
    3    3    1    0.4863   36.8999
    3    3    1    0.4902   35.9985
    3    3    1    0.4941   41.7147
    3    3    1    0.4980   38.5065
    3    3    1    0.5020   42.0873
    3    3    1    0.5059   42.0419
    3    3    1    0.5098   41.8518
    3    3    1    0.5137   40.4762
    3    3    1    0.5176   40.1751
    3    3    1    0.5215   42.4161
    3    3    1    0.5254   43.8116
    3    3    1    0.5293   45.7394
    3    3    1    0.5332   45.2399
    3    3    1    0.5371   36.7999
    3    3    1    0.5410   46.6089
    3    3    1    0.5449   46.2841
    3    3    1    0.5488   42.1530
    3    3    1    0.5527   41.5360
    3    3    1    0.5566   45.7914
    3    3    1    0.5605   43.8869
    3    3    1    0.5645   45.0580
    3    3    1    0.5684   46.9443
    3    3    1    0.5723   46.4618
    3    3    1    0.5762   41.4234
    3    3    1    0.5801   41.9052
    3    3    1    0.5840   46.2542
    3    3    1    0.5879   40.9776
    3    3    1    0.5918   45.4498
    3    3    1    0.5957   46.6408
    3    3    1    0.5996   48.5311
    3    3    1    0.6035   45.1521
    3    3    1    0.6074   47.2119
    3    3    1    0.6113   46.5315
    3    3    1    0.6152   44.4454
    3    3    1    0.6191   45.4335
    3    3    1    0.6230   48.0177
    3    3    1    0.6270   44.4958
    3    3    1    0.6309   32.7889
    3    3    1    0.6348   41.8200
    3    3    1    0.6387   39.7766
    3    3    1    0.6426   35.4084
    3    3    1    0.6465   37.9001
    3    3    1    0.6504   38.4041
    3    3    1    0.6543   33.2011
    3    3    1    0.6582   35.9130
    3    3    1    0.6621   31.5619
    3    3    1    0.6660   30.0774
    3    3    1    0.6699   34.8561
    3    3    1    0.6738   34.4775
    3    3    1    0.6777   22.0456
    3    3    1    0.6816   23.1674
    3    3    1    0.6855   21.2278
    3    3    1    0.6895   23.7749
    3    3    1    0.6934   21.2168
    3    3    1    0.6973   18.5421
    3    3    1    0.7012   19.1662
    3    3    1    0.7051   15.9506
    3    3    1    0.7090   18.6846
    3    3    1    0.7129   14.4772
    3    3    1    0.7168   17.7423
    3    3    1    0.7207   15.1740
    3    3    1    0.7246   12.1309
    3    3    1    0.7285    8.9773
    3    3    1    0.7324   12.5524
    3    3    1    0.7363   15.9887
    3    3    1    0.7402   16.2307
    3    3    1    0.7441   13.0213
    3    3    1    0.7480    8.9065
    3    3    1    0.7520   11.6252
    3    3    1    0.7559    9.3260
    3    3    1    0.7598    6.7582
    3    3    1    0.7637    8.8150
    3    3    1    0.7676   11.6138
    3    3    1    0.7715    5.7728
    3    3    1    0.7754    5.4902
    3    3    1    0.7793    8.5494
    3    3    1    0.7832    6.3324
    3    3    1    0.7871    1.3228
    3    3    1    0.7910    5.8839
    3    3    1    0.7949    3.8275
    3    3    1    0.7988    8.4855
    3    3    1    0.8027   -1.0239
    3    3    1    0.8066    3.9386
    3    3    1    0.8105    0.0755
    3    3    1    0.8145   -4.2744
    3    3    1    0.8184   -1.9005
    3    3    1    0.8223    7.0316
    3    3    1    0.8262    0.7511
    3    3    1    0.8301   -6.0916
    3    3    1    0.8340   -2.6117
    3    3    1    0.8379   -0.8872
    3    3    1    0.8418    4.5655
    3    3    1    0.8457   -1.3056
    3    3    1    0.8496   -1.9181
    3    3    1    0.8535   -5.5062
    3    3    1    0.8574   -5.7079
    3    3    1    0.8613   -9.4460
    3    3    1    0.8652   -0.7259
    3    3    1    0.8691   -5.0573
    3    3    1    0.8730   -2.7105
    3    3    1    0.8770    2.4733
    3    3    1    0.8809   -6.2644
    3    3    1    0.8848   -2.6891
    3    3    1    0.8887   -5.7165
    3    3    1    0.8926   -7.8597
    3    3    1    0.8965   -2.7798
    3    3    1    0.9004    2.1013
    3    3    1    0.9043   -5.5015
    3    3    1    0.9082   -4.9283
    3    3    1    0.9121   -5.0710
    3    3    1    0.9160   -3.7500
    3    3    1    0.9199   -7.1284
    3    3    1    0.9238   -7.3889
    3    3    1    0.9277   -4.8893
    3    3    1    0.9316   -6.3743
    3    3    1    0.9355   -9.0591
    3    3    1    0.9395   -4.1078
    3    3    1    0.9434   -8.6609
    3    3    1    0.9473   -2.5313
    3    3    1    0.9512  -10.3146
    3    3    1    0.9551   -9.1108
    3    3    1    0.9590   -6.9320
    3    3    1    0.9629   -7.9215
    3    3    1    0.9668    0.3182
    3    3    1    0.9707   -2.3426
    3    3    1    0.9746   -2.4543
    3    3    1    0.9785   -1.8422
    3    3    1    0.9824   -2.3054
    3    3    1    0.9863   -4.7702
    3    3    1    0.9902   -2.3831
    3    3    1    0.9941   -8.2946
    3    3    1    0.9980   -5.3665
    3    3    2    0.0020   12.3655
    3    3    2    0.0059   11.4150
    3    3    2    0.0098   11.7821
    3    3    2    0.0137    7.8929
    3    3    2    0.0176   22.2470
    3    3    2    0.0215   20.8528
    3    3    2    0.0254   14.6116
    3    3    2    0.0293   18.8980
    3    3    2    0.0332   18.2798
    3    3    2    0.0371   14.2362
    3    3    2    0.0410   16.5097
    3    3    2    0.0449    9.7297
    3    3    2    0.0488   16.5818
    3    3    2    0.0527    8.7148
    3    3    2    0.0566    3.9076
    3    3    2    0.0605   12.9426
    3    3    2    0.0645   19.2886
    3    3    2    0.0684   13.5812
    3    3    2    0.0723   11.3806
    3    3    2    0.0762   11.0999
    3    3    2    0.0801   15.7329
    3    3    2    0.0840   14.9435
    3    3    2    0.0879   14.1393
    3    3    2    0.0918    6.0121
    3    3    2    0.0957   12.9277
    3    3    2    0.0996   13.9495
    3    3    2    0.1035   16.1642
    3    3    2    0.1074   21.5940
    3    3    2    0.1113   23.7808
    3    3    2    0.1152   23.9966
    3    3    2    0.1191   23.1688
    3    3    2    0.1230   24.8531
    3    3    2    0.1270   29.0519
    3    3    2    0.1309   26.5277
    3    3    2    0.1348   25.0422
    3    3    2    0.1387   34.5269
    3    3    2    0.1426   33.6251
    3    3    2    0.1465   38.7448
    3    3    2    0.1504   42.6696
    3    3    2    0.1543   39.7816
    3    3    2    0.1582   40.1123
    3    3    2    0.1621   48.0652
    3    3    2    0.1660   49.9248
    3    3    2    0.1699   48.5793
    3    3    2    0.1738   49.7738
    3    3    2    0.1777   51.0244
    3    3    2    0.1816   49.2484
    3    3    2    0.1855   59.1882
    3    3    2    0.1895   51.2558
    3    3    2    0.1934   46.1460
    3    3    2    0.1973   50.4757
    3    3    2    0.2012   52.2579
    3    3    2    0.2051   50.5753
    3    3    2    0.2090   54.0096
    3    3    2    0.2129   50.1885
    3    3    2    0.2168   50.1473
    3    3    2    0.2207   56.3920
    3    3    2    0.2246   51.8155
    3    3    2    0.2285   52.2041
    3    3    2    0.2324   48.3372
    3    3    2    0.2363   44.9378
    3    3    2    0.2402   45.5729
    3    3    2    0.2441   46.1753
    3    3    2    0.2480   44.0698
    3    3    2    0.2520   39.1591
    3    3    2    0.2559   41.8280
    3    3    2    0.2598   44.4252
    3    3    2    0.2637   38.4503
    3    3    2    0.2676   38.9976
    3    3    2    0.2715   40.8177
    3    3    2    0.2754   41.8854
    3    3    2    0.2793   41.4750
    3    3    2    0.2832   41.0341
    3    3    2    0.2871   43.2224
    3    3    2    0.2910   40.6369
    3    3    2    0.2949   45.6338
    3    3    2    0.2988   37.2488
    3    3    2    0.3027   30.3389
    3    3    2    0.3066   46.7722
    3    3    2    0.3105   43.8737
    3    3    2    0.3145   39.7367
    3    3    2    0.3184   42.2841
    3    3    2    0.3223   33.6609
    3    3    2    0.3262   44.3980
    3    3    2    0.3301   37.1544
    3    3    2    0.3340   38.1442
    3    3    2    0.3379   37.7336
    3    3    2    0.3418   44.6704
    3    3    2    0.3457   46.9096
    3    3    2    0.3496   39.9727
    3    3    2    0.3535   39.5672
    3    3    2    0.3574   42.8118
    3    3    2    0.3613   36.0092
    3    3    2    0.3652   43.8843
    3    3    2    0.3691   37.9026
    3    3    2    0.3730   37.2636
    3    3    2    0.3770   37.5846
    3    3    2    0.3809   43.7338
    3    3    2    0.3848   39.0122
    3    3    2    0.3887   38.9615
    3    3    2    0.3926   38.5118
    3    3    2    0.3965   37.5747
    3    3    2    0.4004   44.8850
    3    3    2    0.4043   43.3799
    3    3    2    0.4082   43.7386
    3    3    2    0.4121   38.8433
    3    3    2    0.4160   38.4806
    3    3    2    0.4199   40.1252
    3    3    2    0.4238   45.2155
    3    3    2    0.4277   43.8758
    3    3    2    0.4316   42.8588
    3    3    2    0.4355   43.0614
    3    3    2    0.4395   40.4821
    3    3    2    0.4434   45.3202
    3    3    2    0.4473   41.1641
    3    3    2    0.4512   41.7634
    3    3    2    0.4551   49.1895
    3    3    2    0.4590   42.6719
    3    3    2    0.4629   40.8387
    3    3    2    0.4668   47.0334
    3    3    2    0.4707   48.3071
    3    3    2    0.4746   43.5919
    3    3    2    0.4785   45.5298
    3    3    2    0.4824   39.2033
    3    3    2    0.4863   45.6509
    3    3    2    0.4902   47.6587
    3    3    2    0.4941   47.1034
    3    3    2    0.4980   43.2938
    3    3    2    0.5020   50.8259
    3    3    2    0.5059   46.2085
    3    3    2    0.5098   52.6489
    3    3    2    0.5137   45.1368
    3    3    2    0.5176   53.0119
    3    3    2    0.5215   49.2812
    3    3    2    0.5254   49.7874
    3    3    2    0.5293   52.8607
    3    3    2    0.5332   53.4242
    3    3    2    0.5371   51.7861
    3    3    2    0.5410   40.3685
    3    3    2    0.5449   51.6820
    3    3    2    0.5488   53.4990
    3    3    2    0.5527   56.9484
    3    3    2    0.5566   51.6139
    3    3    2    0.5605   53.1895
    3    3    2    0.5645   57.6127
    3    3    2    0.5684   49.6404
    3    3    2    0.5723   53.5198
    3    3    2    0.5762   53.5907
    3    3    2    0.5801   48.6452
    3    3    2    0.5840   52.2386
    3    3    2    0.5879   56.0039
    3    3    2    0.5918   53.7584
    3    3    2    0.5957   48.0053
    3    3    2    0.5996   48.6152
    3    3    2    0.6035   49.6882
    3    3    2    0.6074   52.3586
    3    3    2    0.6113   50.7466
    3    3    2    0.6152   47.5798
    3    3    2    0.6191   49.5832
    3    3    2    0.6230   46.6209
    3    3    2    0.6270   43.6707
    3    3    2    0.6309   41.2904
    3    3    2    0.6348   36.0406
    3    3    2    0.6387   46.7895
    3    3    2    0.6426   43.8956
    3    3    2    0.6465   39.6873
    3    3    2    0.6504   38.9872
    3    3    2    0.6543   37.4991
    3    3    2    0.6582   37.7110
    3    3    2    0.6621   32.3592
    3    3    2    0.6660   26.8993
    3    3    2    0.6699   35.4356
    3    3    2    0.6738   27.7330
    3    3    2    0.6777   31.8081
    3    3    2    0.6816   25.2665
    3    3    2    0.6855   31.1591
    3    3    2    0.6895   23.9668
    3    3    2    0.6934   22.9620
    3    3    2    0.6973   25.6443
    3    3    2    0.7012   28.6839
    3    3    2    0.7051   18.8069
    3    3    2    0.7090   16.6574
    3    3    2    0.7129   18.2073
    3    3    2    0.7168   17.5524
    3    3    2    0.7207   18.0443
    3    3    2    0.7246   18.0144
    3    3    2    0.7285   17.2392
    3    3    2    0.7324   12.6060
    3    3    2    0.7363   14.3948
    3    3    2    0.7402    7.3258
    3    3    2    0.7441   10.4271
    3    3    2    0.7480   11.9759
    3    3    2    0.7520    7.3791
    3    3    2    0.7559   10.8089
    3    3    2    0.7598    4.4810
    3    3    2    0.7637   11.4758
    3    3    2    0.7676    7.2504
    3    3    2    0.7715    7.2055
    3    3    2    0.7754    4.1898
    3    3    2    0.7793    7.6317
    3    3    2    0.7832    9.9636
    3    3    2    0.7871    7.6142
    3    3    2    0.7910    2.6645
    3    3    2    0.7949    3.2850
    3    3    2    0.7988    5.2084
    3    3    2    0.8027    3.2059
    3    3    2    0.8066    2.5788
    3    3    2    0.8105    3.1728
    3    3    2    0.8145    5.6822
    3    3    2    0.8184    3.0458
    3    3    2    0.8223   -5.2023
    3    3    2    0.8262   -1.6564
    3    3    2    0.8301    1.8523
    3    3    2    0.8340   -3.5351
    3    3    2    0.8379    1.8324
    3    3    2    0.8418   -4.2259
    3    3    2    0.8457   -2.1197
    3    3    2    0.8496   -1.2652
    3    3    2    0.8535   -5.3572
    3    3    2    0.8574   -3.0097
    3    3    2    0.8613    2.3155
    3    3    2    0.8652   -8.4960
    3    3    2    0.8691   -2.4473
    3    3    2    0.8730   -7.5028
    3    3    2    0.8770   -3.3125
    3    3    2    0.8809   -0.9117
    3    3    2    0.8848   -2.7819
    3    3    2    0.8887   -3.9014
    3    3    2    0.8926   -2.6106
    3    3    2    0.8965    2.4538
    3    3    2    0.9004   -1.1675
    3    3    2    0.9043   -4.6477
    3    3    2    0.9082   -4.1874
    3    3    2    0.9121   -5.8068
    3    3    2    0.9160   -5.3875
    3    3    2    0.9199   -8.9539
    3    3    2    0.9238   -8.8051
    3    3    2    0.9277   -9.1308
    3    3    2    0.9316  -10.7687
    3    3    2    0.9355   -7.5907
    3    3    2    0.9395   -2.5035
    3    3    2    0.9434   -4.4092
    3    3    2    0.9473   -7.8404
    3    3    2    0.9512  -13.2938
    3    3    2    0.9551  -10.3279
    3    3    2    0.9590   -7.6140
    3    3    2    0.9629  -11.2126
    3    3    2    0.9668  -12.8979
    3    3    2    0.9707   -9.5927
    3    3    2    0.9746   -8.0452
    3    3    2    0.9785   -8.8008
    3    3    2    0.9824  -15.4875
    3    3    2    0.9863   -4.6440
    3    3    2    0.9902   -9.4742
    3    3    2    0.9941  -11.0220
    3    3    2    0.9980   -9.8104
    3    3    3    0.0020    9.1465
    3    3    3    0.0059    9.4260
    3    3    3    0.0098   13.5209
    3    3    3    0.0137    5.9394
    3    3    3    0.0176   16.0445
    3    3    3    0.0215   14.6256
    3    3    3    0.0254    9.9555
    3    3    3    0.0293   14.4744
    3    3    3    0.0332   20.8492
    3    3    3    0.0371   22.2066
    3    3    3    0.0410   11.8780
    3    3    3    0.0449   15.3061
    3    3    3    0.0488   17.2687
    3    3    3    0.0527   21.3884
    3    3    3    0.0566   15.7662
    3    3    3    0.0605   10.9040
    3    3    3    0.0645   14.0398
    3    3    3    0.0684   18.0331
    3    3    3    0.0723   17.5153
    3    3    3    0.0762    9.4584
    3    3    3    0.0801   14.4341
    3    3    3    0.0840   14.5942
    3    3    3    0.0879   18.8298
    3    3    3    0.0918   16.6826
    3    3    3    0.0957   19.4703
    3    3    3    0.0996   20.2519
    3    3    3    0.1035   15.0602
    3    3    3    0.1074   23.0049
    3    3    3    0.1113   17.1769
    3    3    3    0.1152   17.3916
    3    3    3    0.1191   19.0237
    3    3    3    0.1230   26.7085
    3    3    3    0.1270   27.2300
    3    3    3    0.1309   24.8967
    3    3    3    0.1348   26.7967
    3    3    3    0.1387   26.6130
    3    3    3    0.1426   32.9948
    3    3    3    0.1465   32.7455
    3    3    3    0.1504   32.1645
    3    3    3    0.1543   35.2115
    3    3    3    0.1582   34.3637
    3    3    3    0.1621   35.0185
    3    3    3    0.1660   39.5357
    3    3    3    0.1699   37.1353
    3    3    3    0.1738   36.4635
    3    3    3    0.1777   36.3885
    3    3    3    0.1816   44.1831
    3    3    3    0.1855   43.6667
    3    3    3    0.1895   46.8589
    3    3    3    0.1934   43.0432
    3    3    3    0.1973   47.1948
    3    3    3    0.2012   49.5465
    3    3    3    0.2051   47.9085
    3    3    3    0.2090   46.2870
